video_id,label,category,n_segments,max_score,mean_score,std_score,predicted_label,annotation_found
Shooting010_x264,1,Shooting,329,0.9634677171707153,0.0625268742442131,0.18509234488010406,1,True
Shooting047_x264,1,Shooting,1034,0.9891600012779236,0.1567753255367279,0.33603835105895996,1,True
Shooting043_x264,1,Shooting,233,0.9897950291633606,0.5956771969795227,0.44823014736175537,1,True
Shooting018_x264,1,Shooting,223,0.9837127923965454,0.06055387109518051,0.21555368602275848,1,True
Shooting048_x264,1,Shooting,341,0.0008732037385925651,0.00023700325982645154,7.998509681783617e-05,0,True
Shooting019_x264,1,Shooting,343,0.9894614815711975,0.9008471369743347,0.24156086146831512,1,True
Shooting021_x264,1,Shooting,158,0.9883737564086914,0.1403963565826416,0.3316364884376526,1,True
Shooting046_x264,1,Shooting,635,0.989782989025116,0.33009496331214905,0.4390985071659088,1,True
Arrest001_x264,1,Arrest,295,0.9867226481437683,0.038856420665979385,0.17671863734722137,1,True
Arrest007_x264,1,Arrest,392,0.9716382622718811,0.036411188542842865,0.16825708746910095,1,True
Arrest030_x264,1,Arrest,1079,0.9898603558540344,0.6933602690696716,0.4334937036037445,1,True
Arrest039_x264,1,Arrest,1978,0.008900247514247894,0.00024078726710285991,0.00019998502102680504,0,True
Arrest024_x264,1,Arrest,452,0.9872952103614807,0.270818293094635,0.4023985266685486,1,True
RoadAccidents021_x264,1,RoadAccidents,18,0.9388941526412964,0.24353834986686707,0.3244728147983551,1,True
RoadAccidents002_x264,1,RoadAccidents,42,0.0014953541103750467,0.0003117765882052481,0.0002179858274757862,0,True
RoadAccidents004_x264,1,RoadAccidents,47,0.05818143114447594,0.004224118776619434,0.011037702672183514,0,True
RoadAccidents010_x264,1,RoadAccidents,65,0.00044805093784816563,0.0002707582898437977,5.1775255997199565e-05,0,True
RoadAccidents012_x264,1,RoadAccidents,57,0.9846875071525574,0.19711576402187347,0.3729671239852905,1,True
RoadAccidents019_x264,1,RoadAccidents,163,0.9802855253219604,0.08250956982374191,0.24304835498332977,1,True
RoadAccidents009_x264,1,RoadAccidents,113,0.988884687423706,0.28632882237434387,0.43137678503990173,1,True
RoadAccidents011_x264,1,RoadAccidents,268,0.9855880737304688,0.06263455003499985,0.2215377688407898,1,True
RoadAccidents122_x264,1,RoadAccidents,79,0.9874136447906494,0.22474165260791779,0.37142470479011536,1,True
RoadAccidents017_x264,1,RoadAccidents,29,0.9887296557426453,0.44019201397895813,0.4498080909252167,1,True
RoadAccidents127_x264,1,RoadAccidents,321,0.6672118306159973,0.003657436463981867,0.041042082011699677,1,True
RoadAccidents016_x264,1,RoadAccidents,273,0.6927399635314941,0.005995418410748243,0.0543169267475605,1,True
RoadAccidents123_x264,1,RoadAccidents,124,0.000650265603326261,0.00027620300534181297,8.840901864459738e-05,0,True
RoadAccidents125_x264,1,RoadAccidents,220,0.0008003577240742743,0.0002403786056675017,5.479851461132057e-05,0,True
RoadAccidents132_x264,1,RoadAccidents,231,0.9879688024520874,0.6646236777305603,0.3864467144012451,1,True
RoadAccidents124_x264,1,RoadAccidents,185,0.9887112379074097,0.783883810043335,0.34793126583099365,1,True
RoadAccidents133_x264,1,RoadAccidents,83,0.002914341865107417,0.0003424076421651989,0.0003099537279922515,0,True
RoadAccidents128_x264,1,RoadAccidents,69,0.9893321990966797,0.9775739908218384,0.021130157634615898,1,True
RoadAccidents121_x264,1,RoadAccidents,228,0.9897403717041016,0.5160856246948242,0.45328444242477417,1,True
RoadAccidents020_x264,1,RoadAccidents,220,0.9846009612083435,0.5109091401100159,0.38914722204208374,1,True
RoadAccidents131_x264,1,RoadAccidents,189,0.00917709432542324,0.0007892883149906993,0.0012324393028393388,0,True
RoadAccidents022_x264,1,RoadAccidents,88,0.9668366312980652,0.14377044141292572,0.28232893347740173,1,True
RoadAccidents001_x264,1,RoadAccidents,169,0.9885541796684265,0.5842328071594238,0.4397006630897522,1,True
Explosion017_x264,1,Explosion,204,0.9877418279647827,0.3049982190132141,0.41987064480781555,1,True
Explosion011_x264,1,Explosion,195,0.0004794914275407791,0.0002136249386239797,2.8660551834036596e-05,0,True
Explosion025_x264,1,Explosion,62,0.0008576460531912744,0.0002668007800821215,0.00010237461538054049,0,True
Explosion043_x264,1,Explosion,954,0.989604115486145,0.4524178206920624,0.4661864638328552,1,True
Explosion021_x264,1,Explosion,96,0.9894089698791504,0.28127798438072205,0.43550142645835876,1,True
Explosion022_x264,1,Explosion,448,0.9894735217094421,0.3998014032840729,0.4591289758682251,1,True
Explosion020_x264,1,Explosion,160,0.9891241788864136,0.8078724145889282,0.3384111523628235,1,True
Explosion007_x264,1,Explosion,2035,0.9899061322212219,0.8666918873786926,0.3135382831096649,1,True
Explosion035_x264,1,Explosion,357,0.9891523122787476,0.7362067103385925,0.4135499596595764,1,True
Explosion039_x264,1,Explosion,123,0.9773914813995361,0.15861330926418304,0.2929680645465851,1,True
Explosion027_x264,1,Explosion,96,0.9898646473884583,0.7208936214447021,0.40163689851760864,1,True
Explosion033_x264,1,Explosion,393,0.9884510040283203,0.05293440818786621,0.21756766736507416,1,True
Explosion029_x264,1,Explosion,300,0.9893981218338013,0.9116483330726624,0.21089959144592285,1,True
Explosion004_x264,1,Explosion,236,0.9897051453590393,0.9884904623031616,0.005500371102243662,1,True
Explosion036_x264,1,Explosion,664,0.9894006848335266,0.32330814003944397,0.432883083820343,1,True
Explosion010_x264,1,Explosion,311,0.0015443653101101518,0.00029060913948342204,0.0001431719574611634,0,True
Explosion002_x264,1,Explosion,500,0.9894829392433167,0.356751948595047,0.44547054171562195,1,True
Explosion016_x264,1,Explosion,119,0.0004948892747052014,0.00029347126837819815,5.603849785984494e-05,0,True
Explosion008_x264,1,Explosion,217,0.9790964722633362,0.1417122632265091,0.3295328915119171,1,True
Explosion013_x264,1,Explosion,413,0.9894371032714844,0.2745986878871918,0.41057512164115906,1,True
Explosion028_x264,1,Explosion,212,0.7378740906715393,0.02920096553862095,0.1177125871181488,1,True
Stealing058_x264,1,Stealing,622,0.9893855452537537,0.6913367509841919,0.4388407766819,1,True
Stealing079_x264,1,Stealing,729,0.9884706735610962,0.18900854885578156,0.37392356991767883,1,True
Stealing036_x264,1,Stealing,311,0.9898290038108826,0.7929134368896484,0.36513638496398926,1,True
Stealing062_x264,1,Stealing,194,0.9865591526031494,0.6231147646903992,0.3806810677051544,1,True
Stealing019_x264,1,Stealing,612,0.9879642724990845,0.7395603060722351,0.3739202618598938,1,True
Robbery106_x264,1,Robbery,148,0.9894658327102661,0.5024466514587402,0.4698284864425659,1,True
Robbery102_x264,1,Robbery,227,0.9881740808486938,0.10583483427762985,0.29481568932533264,1,True
Robbery137_x264,1,Robbery,273,0.9878745675086975,0.2841689884662628,0.4196675717830658,1,True
Robbery050_x264,1,Robbery,211,0.0026114960201084614,0.00026284129125997424,0.00020391058933455497,0,True
Robbery048_x264,1,Robbery,175,0.6406423449516296,0.030528264120221138,0.10871515423059464,1,True
Shoplifting022_x264,1,Shoplifting,272,0.9791105389595032,0.03550524637103081,0.15366703271865845,1,True
Shoplifting049_x264,1,Shoplifting,267,0.988675594329834,0.11202942579984665,0.2871699929237366,1,True
Shoplifting027_x264,1,Shoplifting,233,0.9371203184127808,0.01067689061164856,0.08155260235071182,1,True
Shoplifting007_x264,1,Shoplifting,639,0.3737408220767975,0.0009842028375715017,0.014821664430201054,0,True
Shoplifting034_x264,1,Shoplifting,1491,0.0003351478080730885,0.00021071205264888704,1.0382558684796095e-05,0,True
Shoplifting004_x264,1,Shoplifting,833,0.9868384003639221,0.052440520375967026,0.2016514390707016,1,True
Shoplifting015_x264,1,Shoplifting,281,0.0003696461790241301,0.00020940219110343605,1.752072603267152e-05,0,True
Shoplifting031_x264,1,Shoplifting,54,0.00075336400186643,0.00030004134168848395,0.0001191072296933271,0,True
Shoplifting001_x264,1,Shoplifting,542,0.9157347083091736,0.010726737789809704,0.08011956512928009,1,True
Shoplifting028_x264,1,Shoplifting,168,0.22836293280124664,0.005519900470972061,0.023811381310224533,0,True
Shoplifting005_x264,1,Shoplifting,244,0.05309037119150162,0.0010919473133981228,0.004444938153028488,0,True
Shoplifting020_x264,1,Shoplifting,720,0.9889123439788818,0.18571855127811432,0.3572585880756378,1,True
Shoplifting029_x264,1,Shoplifting,271,0.04855511710047722,0.00063105154549703,0.0035024078097194433,0,True
Shoplifting017_x264,1,Shoplifting,56,0.9877162575721741,0.5027100443840027,0.442669153213501,1,True
Shoplifting037_x264,1,Shoplifting,172,0.0019507653778418899,0.0003218221536371857,0.0002491108898539096,0,True
Shoplifting039_x264,1,Shoplifting,349,0.00039835224743001163,0.0002243106864625588,1.6539077478228137e-05,0,True
Shoplifting033_x264,1,Shoplifting,111,0.9824103116989136,0.24375690519809723,0.3865705132484436,1,True
Shoplifting016_x264,1,Shoplifting,184,0.9899019002914429,0.5946698784828186,0.4745662212371826,1,True
Shoplifting021_x264,1,Shoplifting,442,0.9888577461242676,0.2589453458786011,0.39393478631973267,1,True
Shoplifting044_x264,1,Shoplifting,1818,0.989252507686615,0.2583664059638977,0.41520848870277405,1,True
Shoplifting010_x264,1,Shoplifting,341,0.0006681258673779666,0.00024404625582974404,4.749643267132342e-05,0,True
Abuse028_x264,1,Abuse,175,0.0005854786140844226,0.00029049470322206616,8.137975237332284e-05,0,True
Abuse030_x264,1,Abuse,192,0.0010942828375846148,0.0002765553945209831,0.00013926556857768446,0,True
Arson011_x264,1,Arson,157,0.9778687357902527,0.07069171965122223,0.21736587584018707,1,True
Arson022_x264,1,Arson,1079,0.012910163961350918,0.00030014707590453327,0.000515997875481844,0,True
Arson010_x264,1,Arson,393,0.989470362663269,0.7289879322052002,0.41536077857017517,1,True
Arson018_x264,1,Arson,104,0.9896822571754456,0.9769521355628967,0.04612257704138756,1,True
Arson009_x264,1,Arson,91,0.9882521033287048,0.5273644924163818,0.46485915780067444,1,True
Arson007_x264,1,Arson,780,0.9888836741447449,0.14047762751579285,0.31458866596221924,1,True
Arson035_x264,1,Arson,178,0.9892910122871399,0.24491377174854279,0.39664390683174133,1,True
Arson041_x264,1,Arson,468,0.9892553091049194,0.23106344044208527,0.397259384393692,1,True
Arson016_x264,1,Arson,223,0.9437531232833862,0.025800369679927826,0.12230762839317322,1,True
Normal_Videos_710_x264,0,Normal,223,0.978340208530426,0.0370909757912159,0.17255151271820068,1,True
Normal_Videos_906_x264,0,Normal,83,0.0024808200541883707,0.0003912347019650042,0.00032344958162866533,0,True
Normal_Videos_876_x264,0,Normal,42,0.6046327948570251,0.03864356502890587,0.110287606716156,1,True
Normal_Videos_014_x264,0,Normal,186,0.0021089953370392323,0.00028366627520881593,0.00022606979473493993,0,True
Normal_Videos_051_x264,0,Normal,293,0.0005166616756469011,0.0002288052492076531,3.221138467779383e-05,0,True
Normal_Videos_189_x264,0,Normal,91,0.003104681149125099,0.0005558211705647409,0.0006684859399683774,0,True
Normal_Videos_934_x264,0,Normal,219,0.00033542397432029247,0.00020631702500395477,1.2952612451044843e-05,0,True
Normal_Videos_452_x264,0,Normal,54,0.00035101588582620025,0.00022312559303827584,2.434833368170075e-05,0,True
Normal_Videos_129_x264,0,Normal,57,0.00047256695688702166,0.00024937494890764356,4.524461837718263e-05,0,True
Normal_Videos_360_x264,0,Normal,122,0.00045240597683005035,0.00022689903562422842,2.7777387003879994e-05,0,True
Normal_Videos_872_x264,0,Normal,65,0.00046579993795603514,0.00024490224313922226,3.6692104913527146e-05,0,True
Normal_Videos_874_x264,0,Normal,527,0.00035364131326787174,0.000207709803362377,1.031533429340925e-05,0,True
Normal_Videos_576_x264,0,Normal,1408,0.00039648881647735834,0.0002071616763714701,8.979054655355867e-06,0,True
Normal_Videos_879_x264,0,Normal,141,0.0011572504881769419,0.0002800606598611921,8.386648551095277e-05,0,True
Normal_Videos_925_x264,0,Normal,964,0.9830982089042664,0.050559453666210175,0.1782800853252411,1,True
Normal_Videos_606_x264,0,Normal,153,0.0024948595091700554,0.00043464763439260423,0.00036185974022373557,0,True
Normal_Videos_896_x264,0,Normal,286,0.0008478007512167096,0.00027760668308474123,6.312716141110286e-05,0,True
Normal_Videos_897_x264,0,Normal,108,0.00043379352428019047,0.00022209157759789377,2.9416756660793908e-05,0,True
Normal_Videos_929_x264,0,Normal,114,0.0008152855443768203,0.0002686296356841922,6.96827337378636e-05,0,True
Normal_Videos_891_x264,0,Normal,224,0.0003269634034950286,0.0002010566386161372,1.240457368112402e-05,0,True
Normal_Videos_417_x264,0,Normal,133,0.00042697423486970365,0.0002377552882535383,4.4045376853318885e-05,0,True
Normal_Videos_778_x264,0,Normal,156,0.0004117581993341446,0.00021513835235964507,1.931652514031157e-05,0,True
Normal_Videos_892_x264,0,Normal,220,0.11164704710245132,0.003176921047270298,0.011433064937591553,0,True
Normal_Videos_883_x264,0,Normal,39,0.0004396257863845676,0.00023948680609464645,3.933766492991708e-05,0,True
Normal_Videos_893_x264,0,Normal,795,0.00034316990058869123,0.00021225560340099037,1.4727697816852015e-05,0,True
Normal_Videos_042_x264,0,Normal,393,0.9557804465293884,0.03747037798166275,0.149549663066864,1,True
Normal_Videos_070_x264,0,Normal,123,0.00037365665775723755,0.00021377387747634202,1.9186250938219018e-05,0,True
Normal_Videos_634_x264,0,Normal,1681,0.0003788169415201992,0.0002165376063203439,7.38303606340196e-06,0,True
Normal_Videos_907_x264,0,Normal,73,0.0004742122255265713,0.00023594939557369798,4.027995964861475e-05,0,True
Normal_Videos_401_x264,0,Normal,202,0.000666565727442503,0.0002291291020810604,3.593828296288848e-05,0,True
Normal_Videos_898_x264,0,Normal,124,0.9895797371864319,0.7614973783493042,0.3865160048007965,1,True
Normal_Videos_210_x264,0,Normal,675,0.00042609916999936104,0.0002221270406153053,1.960725785465911e-05,0,True
Normal_Videos_870_x264,0,Normal,74,0.001667344942688942,0.00029855212778784335,0.00027042892179451883,0,True
Normal_Videos_936_x264,0,Normal,142,0.000515881460160017,0.00022659936803393066,3.911494422936812e-05,0,True
Normal_Videos_603_x264,0,Normal,408,0.00036378056393004954,0.00021233329607639462,1.3027996828895994e-05,0,True
Normal_Videos_100_x264,0,Normal,77,0.00033819873351603746,0.00020848021085839719,2.057968231383711e-05,0,True
Normal_Videos_453_x264,0,Normal,664,0.0003294345806352794,0.0002070041955448687,7.392554834950715e-06,0,True
Normal_Videos_597_x264,0,Normal,277,0.0016516305040568113,0.00025209845625795424,0.0001430827978765592,0,True
Normal_Videos_782_x264,0,Normal,691,0.4169343113899231,0.0016216853400692344,0.019597819074988365,0,True
Normal_Videos_930_x264,0,Normal,397,0.0003454016987234354,0.00020620114810299128,9.863714694802184e-06,0,True
Normal_Videos_884_x264,0,Normal,1127,0.6755423545837402,0.0010099936043843627,0.02020144648849964,1,True
Normal_Videos_894_x264,0,Normal,320,0.000351769762346521,0.00021424279839266092,1.3670999578607734e-05,0,True
Normal_Videos_289_x264,0,Normal,106,0.00038652209332212806,0.00021727442799601704,2.1476247638929635e-05,0,True
Normal_Videos_041_x264,0,Normal,157,0.00038601135020144284,0.00023284151393454522,2.205672353738919e-05,0,True
Normal_Videos_935_x264,0,Normal,13496,0.0004470215062610805,0.00020649634825531393,1.0318563909095246e-05,0,True
Normal_Videos_943_x264,0,Normal,126,0.001104029011912644,0.0003010195796377957,0.00010929535346804187,0,True
Normal_Videos_871_x264,0,Normal,543,0.00042582247988320887,0.00021130716777406633,1.3971980479254853e-05,0,True
Normal_Videos_904_x264,0,Normal,112,0.0004590266617015004,0.00022799198632128537,2.9036649721092544e-05,0,True
Normal_Videos_944_x264,0,Normal,895,0.1202547550201416,0.000831525307148695,0.005126424599438906,0,True
Normal_Videos_866_x264,0,Normal,148,0.00044715937110595405,0.00023371026327367872,3.9754435420036316e-05,0,True
Normal_Videos_722_x264,0,Normal,1090,0.001049699611030519,0.00022746155445929617,5.030249303672463e-05,0,True
Normal_Videos_903_x264,0,Normal,97,0.0004417707968968898,0.00023027663701213896,2.948988367279526e-05,0,True
Normal_Videos_063_x264,0,Normal,43,0.9823066592216492,0.5014157295227051,0.4265860319137573,1,True
Normal_Videos_881_x264,0,Normal,27,0.0018861262360587716,0.0003427042393013835,0.0003282857360318303,0,True
Normal_Videos_888_x264,0,Normal,70,0.0014896109933033586,0.000345642096363008,0.00020044016127940267,0,True
Normal_Videos_025_x264,0,Normal,74,0.000389238353818655,0.00021980330348014832,2.4889299311325885e-05,0,True
Normal_Videos_725_x264,0,Normal,114,0.9619895815849304,0.10152560472488403,0.25053462386131287,1,True
Normal_Videos_877_x264,0,Normal,1252,0.9893382787704468,0.3363736867904663,0.43519654870033264,1,True
Normal_Videos_939_x264,0,Normal,99,0.0003687929711304605,0.00021150894463062286,2.3416971089318395e-05,0,True
Normal_Videos_781_x264,0,Normal,495,0.0005398744833655655,0.0002178140275646001,2.797668093990069e-05,0,True
Normal_Videos_006_x264,0,Normal,55,0.0003523722698446363,0.0002223032497568056,2.4601033146609552e-05,0,True
Normal_Videos_352_x264,0,Normal,674,0.0006702052196487784,0.0002361727092647925,3.832981747109443e-05,0,True
Normal_Videos_686_x264,0,Normal,300,0.0003593724104575813,0.00020925054559484124,1.629235703148879e-05,0,True
Normal_Videos_317_x264,0,Normal,115,0.00036160589661449194,0.00021843040303792804,1.8526543499319814e-05,0,True
Normal_Videos_439_x264,0,Normal,527,0.00032303587067872286,0.0002025961730396375,8.696323675394524e-06,0,True
Normal_Videos_312_x264,0,Normal,156,0.00038836701423861086,0.0002132280933437869,1.724721005302854e-05,0,True
Normal_Videos_059_x264,0,Normal,228,0.010791518725454807,0.0005381321534514427,0.0010601142421364784,0,True
Normal_Videos_702_x264,0,Normal,314,0.0006809737533330917,0.00023644232715014368,3.7368041375884786e-05,0,True
Normal_Videos_248_x264,0,Normal,141,0.0003665306721813977,0.00020967207092326134,2.0244608094799332e-05,0,True
Normal_Videos_885_x264,0,Normal,58,0.0004541868984233588,0.0002698510652408004,3.831618232652545e-05,0,True
Normal_Videos_895_x264,0,Normal,377,0.0011156905675306916,0.0002678844321053475,5.734236765420064e-05,0,True
Normal_Videos_717_x264,0,Normal,155,0.0004012979625258595,0.0002271720441058278,2.3380584025289863e-05,0,True
Normal_Videos_801_x264,0,Normal,342,0.0012733690673485398,0.00026161997811868787,0.00010700052371248603,0,True
Normal_Videos_867_x264,0,Normal,77,0.00041754296398721635,0.00021820970869157463,2.8970232961000875e-05,0,True
Normal_Videos_931_x264,0,Normal,219,0.0003981883928645402,0.00022354953398462385,1.6933910956140608e-05,0,True
Normal_Videos_932_x264,0,Normal,222,0.0004959815996699035,0.00020827437401749194,2.5344237656099722e-05,0,True
Normal_Videos_940_x264,0,Normal,4501,0.9693664312362671,0.003052782965824008,0.04635779932141304,1,True
Normal_Videos_828_x264,0,Normal,115,0.6779776811599731,0.01805833727121353,0.10078029334545135,1,True
Normal_Videos_027_x264,0,Normal,614,0.0012345314025878906,0.0002286401722813025,6.437973206629977e-05,0,True
Normal_Videos_869_x264,0,Normal,299,0.0010300737340003252,0.00022641255054622889,5.173444878892042e-05,0,True
Normal_Videos_251_x264,0,Normal,49,0.0011044482234865427,0.00036038580583408475,0.00016776923439465463,0,True
Normal_Videos_033_x264,0,Normal,209,0.8902685642242432,0.019648440182209015,0.1063738539814949,1,True
Normal_Videos_882_x264,0,Normal,205,0.0005747919203713536,0.00022727610485162586,3.290535823907703e-05,0,True
Normal_Videos_923_x264,0,Normal,2277,0.01799638755619526,0.00022945209639146924,0.0004213164502289146,0,True
Normal_Videos_890_x264,0,Normal,446,0.0003806361637543887,0.0002091672213282436,1.2711841918644495e-05,0,True
Normal_Videos_050_x264,0,Normal,523,0.00046021066373214126,0.0002177682181354612,1.3381275493884459e-05,0,True
Normal_Videos_780_x264,0,Normal,251,0.0004628141759894788,0.0002273077261634171,3.072784238611348e-05,0,True
Normal_Videos_003_x264,0,Normal,351,0.00041021511424332857,0.00022856700525153428,2.4752935132710263e-05,0,True
Normal_Videos_938_x264,0,Normal,602,0.9588477611541748,0.00661866832524538,0.06883729994297028,1,True
Normal_Videos_704_x264,0,Normal,210,0.0003915898560080677,0.0002115009119734168,1.8607972378958948e-05,0,True
Normal_Videos_034_x264,0,Normal,163,0.000421689182985574,0.0002203539334004745,2.241285255877301e-05,0,True
Normal_Videos_168_x264,0,Normal,216,0.030920937657356262,0.0008472282788716257,0.0035974939819425344,0,True
Normal_Videos_048_x264,0,Normal,205,0.00037096187588758767,0.00021432129142340273,1.637511741137132e-05,0,True
Normal_Videos_924_x264,0,Normal,13496,0.9884065985679626,0.002267313189804554,0.0409168042242527,1,True
Normal_Videos_926_x264,0,Normal,223,0.0003405046300031245,0.00020706566283479333,1.4073592865315732e-05,0,True
Normal_Videos_175_x264,0,Normal,1104,0.9891941547393799,0.1439921259880066,0.32407626509666443,1,True
Normal_Videos_887_x264,0,Normal,952,0.9885631799697876,0.09639155864715576,0.2498546689748764,1,True
Normal_Videos_203_x264,0,Normal,320,0.0004143728001508862,0.00022119605273474008,1.4556805581378285e-05,0,True
Normal_Videos_478_x264,0,Normal,561,0.9858805537223816,0.09129989892244339,0.24387387931346893,1,True
Normal_Videos_914_x264,0,Normal,109,0.0006306451396085322,0.0002661338075995445,5.298103496897966e-05,0,True
Normal_Videos_905_x264,0,Normal,148,0.000512292084749788,0.00022840354358777404,3.392082726350054e-05,0,True
Normal_Videos_889_x264,0,Normal,38,0.0005137289990670979,0.00025284235016442835,5.3778574510943145e-05,0,True
Normal_Videos_018_x264,0,Normal,146,0.0004213346401229501,0.00023189769126474857,2.6737454390968196e-05,0,True
Normal_Videos_831_x264,0,Normal,55,0.0005859156954102218,0.0002558644628152251,5.057249290985055e-05,0,True
Normal_Videos_878_x264,0,Normal,32,0.9628980755805969,0.28068283200263977,0.36118820309638977,1,True
Normal_Videos_783_x264,0,Normal,1197,0.0004785302735399455,0.0002270710829179734,2.680026773305144e-05,0,True
Normal_Videos_798_x264,0,Normal,749,0.0004720127326436341,0.00022017057926859707,1.766155764926225e-05,0,True
Normal_Videos_901_x264,0,Normal,145,0.989334762096405,0.5162099003791809,0.4777551293373108,1,True
Normal_Videos_310_x264,0,Normal,313,0.00042912212666124105,0.0002344940439797938,1.6662384950905107e-05,0,True
Normal_Videos_067_x264,0,Normal,132,0.0005022850236855447,0.00022192067990545183,2.9125529181328602e-05,0,True
Normal_Videos_641_x264,0,Normal,449,0.3118187189102173,0.0013520881766453385,0.015478076413273811,0,True
Normal_Videos_873_x264,0,Normal,223,0.0003889112558681518,0.00021849152108188719,1.7228421711479314e-05,0,True
Normal_Videos_915_x264,0,Normal,154,0.0004055057652294636,0.00023220361617859453,2.5565790565451607e-05,0,True
Normal_Videos_056_x264,0,Normal,195,0.00036890569026581943,0.00021279255452100188,1.5528305084444582e-05,0,True
Normal_Videos_927_x264,0,Normal,203,0.9330026507377625,0.018045764416456223,0.10557512193918228,1,True
Normal_Videos_933_x264,0,Normal,220,0.0004103651153855026,0.00021291940356604755,1.8695276594371535e-05,0,True
Normal_Videos_745_x264,0,Normal,37,0.0005562352016568184,0.0002711120177991688,5.8464109315536916e-05,0,True
Normal_Videos_902_x264,0,Normal,172,0.9526371359825134,0.07569828629493713,0.2129499614238739,1,True
Normal_Videos_910_x264,0,Normal,69,0.0006900333100929856,0.00030650151893496513,0.0001039063063217327,0,True
Normal_Videos_196_x264,0,Normal,249,0.0008621821762062609,0.00022280354460235685,4.5153297833167017e-05,0,True
Normal_Videos_217_x264,0,Normal,226,0.0003948730882257223,0.00022001277829986066,1.8747345166048035e-05,0,True
Normal_Videos_899_x264,0,Normal,171,0.00041137918015010655,0.00023519975366070867,2.309824230906088e-05,0,True
